Book Code,Title,Category,Price,Pages
PS6085,Mydnight's Hero,Gamebook,7153.90,2753
MC6086,Voyage of the Moonstone,Gamebook,3583.35,7211
PC6087,Nastanirh,Novella,8621.53,8326
MC6088,A Good Scent from a Strange Mountain,Fiction,7565.56,1379
TC6089,Definitely Maybe,Science Fiction,7316.01,3850
PC6090,Exiles to Glory,Science Fiction,1963.63,7448
PS6091,Jumping the Scratch,Young adult literature,6101.61,4857
MC6092,Vector,Thriller,9193.02,5632
BU6093,Ratman's Notebooks,Horror,9128.10,9539
BU6094,D'entre les morts,Crime Fiction,6798.97,9761
PC6095,The Madman's Tale,Novel,984.52,1204
TC6096,The Da Vinci Code,Thriller,7238.96,6702
PS6097,Birds Without Wings,War novel,1301.48,3416
PS6098,Tetrarch,Speculative fiction,1218.86,7427
TC6099,The Rotters' Club,Novel,4226.17,7667
PC6100,The Wild Boy,Science Fiction,416.37,2094
PS6101,A Cry in the Night,Thriller,9640.21,2610
TC6102,Honus & Me,Children's literature,426.58,11789
PS6103,The Rainbird Pattern,Thriller,2865.10,2350
PS6104,The Fury,Thriller,6304.70,8935
TC6105,Topaz,Thriller,8358.12,10509
TC6106,Ashes and Diamonds,Novel,1534.28,6254
PC6107,The Lab,Science Fiction,2161.97,5272
PS6108,Edinburgh: A Novel,Novel,5122.55,2085
TC6109,The Coming Storm,Novel,1671.65,3542
BU6110,A Short History of Tractors in Ukrainian,Comic novel,7706.62,8492
PS6111,The Manchurian Candidate,Thriller,664.84,11642
PS6112,Starring Sally J. Freedman as Herself,Children's literature,5685.04,589
PC6113,Wifey,Fiction,3284.77,10666
PS6114,Smart Women,Fiction,8249.34,6608
BU6115,Fudge-a-Mania,Children's literature,8639.24,3511
BU6116,Trace,Crime Fiction,6564.32,11892
MC6117,"Here's to You, Rachel Robinson",Young adult literature,4000.91,11774
PS6118,Star King,Science Fiction,5705.69,2609
PC6119,Burnt Offerings,Horror,4046.94,10928
BU6120,Islands in the Stream,Novel,2257.31,7347
MC6121,Shuttle Down,Techno-thriller,3983.97,452
MC6122,The Killing Machine,Science Fiction,7884.58,7478
MC6123,Room at the Top,Fiction,6606.71,4805
BU6124,Corduroy,Picture book,1136.52,3978
MC6125,Death in Holy Orders,Crime Fiction,2108.47,11021
TC6126,The Skull Beneath the Skin,Crime Fiction,8100.70,9156
PS6127,Original Sin,Crime Fiction,7521.98,2573
PC6128,The Interruption of Everything,Novel,5170.20,10683
PC6129,Sweet Danger,Crime Fiction,3259.96,7592
TC6130,Tuck Everlasting,Children's literature,2101.34,7376
BU6131,Sideways,Novel,7267.44,5781
PC6132,The Big Six,Children's literature,9185.31,426
BU6133,Missee Lee,Children's literature,6116.13,10170
TC6134,Bloodhype,Science Fiction,3677.70,7171
PC6135,Orphan Star,Science Fiction,3129.24,11308
PS6136,The End of the Matter,Science Fiction,7549.96,3513
PS6137,Flinx in Flux,Science Fiction,8989.99,741
TC6138,For Love of Mother-Not,Fantasy,8001.21,1579
BU6139,Mid-Flinx,Science Fiction,5380.08,6930
MC6140,Reunion,Science Fiction,7904.77,3796
PC6141,A Cavern of Black Ice,Speculative fiction,562.29,11602
PC6142,A Small Town in Germany,Thriller,4050.91,5082
BU6143,The Poseidon Adventure,Thriller,9095.94,7968
PS6144,City of Skulls,Role-playing game,7815.62,11435
BU6145,Flinx's Folly,Science Fiction,8306.73,3969
PS6146,Sliding Scales,Science Fiction,8495.16,8266
MC6147,Running from the Deity,Science Fiction,3334.72,3184
PC6148,Patrimony,Science Fiction,6200.53,11382
PC6149,Spellsinger,Speculative fiction,4411.66,9199
PC6150,The Hour of the Gate,Speculative fiction,3956.79,3734
PC6151,The Day of the Dissonance,Science Fiction,5548.63,6333
BU6152,The Moment of the Magician,Science Fiction,2702.38,2254
MC6153,Atlantis Found,Thriller,3895.12,7356
PS6154,The Paths of the Perambulator,Speculative fiction,2453.10,9565
MC6155,Blue Moon,Fantasy,7102.92,2962
PC6156,9tail Fox,Science Fiction,5962.40,7312
PS6157,Bloomability,Children's literature,2705.77,9973
BU6158,Chinese Cinderella,Autobiographical novel,2208.59,445
PC6159,Against the Cult of the Reptile God,Role-playing game,8590.32,5927
PS6160,The Time of the Transference,Speculative fiction,3093.75,7101
PC6161,Son of Spellsinger,Science Fiction,4939.46,4939
TC6162,Chorus Skating,Speculative fiction,8037.56,953
PS6163,Settling Accounts: In at the Death,Alternate history,6184.52,2621
MC6164,Battledragon,Speculative fiction,6091.19,11227
TC6165,The Dragon Token,Speculative fiction,3048.67,4624
TC6166,Skybowl,Science Fiction,314.36,3649
PC6167,Doña Bárbara,Novel,5956.28,7439
BU6168,Catriona,Romance novel,838.48,503
PS6169,Curse of the Mistwraith,Fantasy,4614.49,5945
TC6170,Miss Hickory,Children's literature,2514.30,3757
TC6171,Harm's Way,War novel,8225.96,3131
PC6172,Ender in Exile: Ganges,Science Fiction,4487.16,615
TC6173,All-Consuming Fire,Speculative fiction,3269.56,2978
PC6174,Terminator Gene,Science Fiction,2113.23,6703
PC6175,Endymion Spring: Open the Book that Unlocks the Secret,Fantasy,1986.98,762
TC6176,The Life Lottery,Science Fiction,4250.81,2272
MC6177,"It's Like This, Cat",Children's literature,8193.06,5804
MC6178,Stormed Fortress,Fantasy,7605.35,591
PS6179,"How late it was, how late",Novel,8767.36,5533
PS6180,Killing Ground,Science Fiction,1106.69,3367
PS6181,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Children's literature,633.17,11668
PS6182,Obsidian Butterfly,Science Fiction,5982.34,10365
TC6183,Two women,War novel,828.76,6519
PS6184,Dragon Ultimate,Speculative fiction,8083.57,2825
PS6185,A Dragon at Worlds' End,Speculative fiction,4392.26,9821
PS6186,A Fan's Notes,Novel,6884.54,7763
TC6187,Wild Magic,Children's literature,4580.26,8896
BU6188,Primary Inversion,Science Fiction,8302.66,3654
PC6189,A Great and Terrible Beauty,Speculative fiction,1292.88,9992
PS6190,Toxin,Thriller,3711.44,2618
TC6191,1634: The Galileo Affair,Alternate history,3330.60,10714
PS6192,1635: The Cannon Law,Alternate history,4328.22,5692
BU6193,Rider at the Gate,Science Fiction,693.65,8632
BU6194,Cloud's Rider,Science Fiction,824.10,11766
TC6195,The Fatal Equilibrium,Mystery,1682.74,1441
PC6196,The Palace of Love,Science Fiction,1723.24,8792
BU6197,The Prophet,Prose poetry,5179.41,6309
PS6198,King Dork,Young adult literature,9471.84,10107
BU6199,The Casino Murder Case,Mystery,4119.91,11718
TC6200,Kissing the Gunner's Daughter,Crime Fiction,910.23,5281
PS6201,Checkers,Young adult literature,1017.43,9999
BU6202,Owlflight,Speculative fiction,5119.98,3023
BU6203,The Harmony Silk Factory,Historical novel,2760.61,4422
PS6204,Cotillion,Mystery,5674.01,6078
BU6205,Arc Light,Techno-thriller,3986.19,8505
BU6206,Verdigris,Science Fiction,7507.63,8676
MC6207,A Fortress of Grey Ice,Speculative fiction,7105.37,2343
TC6208,The Quiet Gentleman,Mystery,5537.41,11806
PC6209,The Toll-Gate,Detective fiction,6244.19,4787
PC6210,April Lady,Mystery,5023.89,8762
TC6211,Dreadnought,Non-fiction,6524.65,4602
BU6212,Narcissus in Chains,Horror,1376.18,2782
MC6213,Hannibal,Thriller,6342.49,8295
PS6214,The Golden Egg,Thriller,9227.76,6935
MC6215,The Siege of Krishnapur,Novel,1495.09,991
PS6216,Midshipman's Hope,Speculative fiction,9316.57,3464
TC6217,Challenger's Hope,Speculative fiction,6555.10,9561
TC6218,Reality Dust,Science Fiction,6358.47,11487
MC6219,Firstborn,Science Fiction,1976.32,2657
MC6220,Vulcan's Hammer,Science Fiction,3907.53,471
MC6221,Midworld,Science Fiction,751.05,7640
PS6222,One of Ours,Fiction,4017.14,6265
BU6223,Cachalot,Science Fiction,8554.29,8323
BU6224,Voyage to the City of the Dead,Science Fiction,9120.35,9313
TC6225,Sentenced to Prism,Science Fiction,5035.26,11528
PS6226,The Howling Stones,Science Fiction,8922.64,7626
MC6227,Drowning World,Science Fiction,6590.64,3482
PS6228,In a Free State,Short story,6188.51,1366
TC6229,Evil Star,Thriller,1675.78,8822
PC6230,The Hunter,Thriller,9499.77,5967
PS6231,Phoenix in Obsidian,Science Fiction,4833.15,6463
TC6232,The Unknown Ajax,Historical fiction,8856.80,5460
TC6233,Bad Bargain,Fantasy,8201.72,11848
MC6234,The War of Don Emmanuel's Nether Parts,Magic realism,6030.07,5515
MC6235,Blast from the Past,Speculative fiction,7060.67,9823
PC6236,The City in the Autumn Stars,Science Fiction,3559.45,1983
PS6237,The Boy in the Striped Pyjamas,Children's literature,2033.33,4728
BU6238,Taking Lives,Thriller,6596.04,4197
BU6239,If Beale Street Could Talk,Fiction,788.20,1236
BU6240,Time and Again,Science Fiction,4890.52,1341
PC6241,Cerulean Sins,Horror,2252.94,5551
PS6242,Zabibah and the King,Romance novel,3173.99,5309
PS6243,Blood Harvest,Speculative fiction,5306.30,265
MC6244,A Demon in My View,Crime Fiction,7893.11,1243
PS6245,Athyra,Speculative fiction,6003.89,825
TC6246,If I Had One Wish,Science Fiction,5484.72,11254
PC6247,Noisy Nora,Children's literature,4976.97,978
BU6248,Doing It,Young adult literature,4430.09,1689
TC6249,The Family Trade,Alternate history,6423.15,8510
TC6250,The Probability Broach,Alternate history,9978.72,5048
MC6251,The Military Philosophers,Satire,7841.34,200
PS6252,The House of Stairs,Crime Fiction,2027.71,1684
PC6253,Snakecharm,Speculative fiction,4552.56,836
PS6254,Falcondance,Speculative fiction,5999.39,9662
MC6255,Thirteen Steps Down,Novel,4157.82,10638
PC6256,Deep Secret,Science Fiction,9654.27,11301
BU6257,The Water's Lovely,Crime Fiction,3805.87,2662
TC6258,Le Complexe de Di,Novel,9187.57,8586
PC6259,The Keys to the Street,Thriller,1165.36,3186
BU6260,A Fine Dark Line,Speculative fiction,1999.37,10164
BU6261,Simisola,Crime Fiction,2675.86,10621
BU6262,The Crocodile Bird,Crime Fiction,7563.84,10899
BU6263,Phylogenesis,Science Fiction,8101.42,5696
BU6264,Dirge,Science Fiction,8655.09,9877
BU6265,Shadows in Bronze,Crime Fiction,4951.59,5880
PS6266,Poseidon's Gold,Crime Fiction,6848.31,2644
BU6267,Last Act in Palmyra,Crime Fiction,8377.47,6214
PS6268,Diurnity's Dawn,Science Fiction,5570.80,4447
BU6269,Going Wrong,Crime Fiction,916.12,1447
TC6270,The Bridesmaid,Crime Fiction,4442.18,4196
PS6271,The Veiled One,Crime Fiction,3545.55,4767
PS6272,Talking to Strange Men,Crime Fiction,4979.36,947
PC6273,Heartstones,Crime Fiction,7152.16,8613
MC6274,Woman on the Edge of Time,Science Fiction,9481.66,2678
PS6275,An Unkindness of Ravens,Crime Fiction,5332.07,5031
PS6276,Forbidden,Mystery,3208.49,1592
MC6277,Deeds of the Disturber,Mystery,7776.09,3055
PS6278,The Woman in White,Children's literature,3830.99,4885
PS6279,The Jewel in the Crown,History,3665.01,11661
TC6280,The Towers of Silence,Historical novel,6132.26,10921
PS6281,A Division of the Spoils,History,6584.30,906
PS6282,Vortex,Thriller,1803.16,8866
PC6283,The Winter King,Speculative fiction,6261.24,7188
PS6284,Enemy of God,Speculative fiction,3377.57,1739
PC6285,Glory Lane,Science Fiction,4562.09,8434
MC6286,Created By,Speculative fiction,3269.91,1554
TC6287,The Killing Doll,Crime Fiction,6625.99,5024
PC6288,The Speaker of Mandarin,Crime Fiction,9088.20,761
PS6289,Pig Island,Thriller,5349.01,8468
TC6290,Excalibur: A Novel of Arthur,Speculative fiction,4683.35,5822
TC6291,Fires of Azeroth,Science Fiction,3518.86,3997
PC6292,Gate of Ivrel,Science Fiction,3632.15,5140
PS6293,Well of Shiuan,Science Fiction,6366.53,5046
MC6294,Exile's Gate,Science Fiction,5296.39,3047
BU6295,Ordinary Jack,Children's literature,9186.28,8322
PS6296,Breakfast in the Ruins,Science fantasy,3608.29,8737
BU6297,Eight Days of Luke,Speculative fiction,9925.00,4794
MC6298,Specimen Days,Speculative fiction,9314.67,7218
TC6299,After the Hole,Horror,3363.14,11163
TC6300,Hostage,Thriller,9801.13,1078
TC6301,The Cat Ate My Gymsuit,Children's literature,7874.84,8082
PC6302,To Catch a Thief,Thriller,8085.56,3699
MC6303,Master of the Moor,Crime Fiction,1510.49,4156
PC6304,Put on By Cunning,Crime Fiction,3452.57,4364
PS6305,The Lake of Darkness,Crime Fiction,8415.18,6830
BU6306,A Sleeping Life,Crime Fiction,6246.11,3271
BU6307,The Torments of the Traitor,Speculative fiction,1750.16,7282
BU6308,The Last Camel Died at Noon,Mystery,5894.41,9963
PS6309,Atom Bomb Blues,Science Fiction,2736.58,2538
PC6310,The Thin Man,Mystery,6386.24,7947
TC6311,Fear Itself,Science Fiction,7027.52,9913
BU6312,City at World's End,Science Fiction,626.29,10229
TC6313,Running Out of Time,Science Fiction,2822.42,3895
TC6314,Incubus Dreams,Fantasy,3473.71,861
PC6315,Truth and Bright Water,Fiction,6482.98,230
TC6316,Shake Hands Forever,Crime Fiction,3074.82,4827
BU6317,The Face of Trespass,Crime Fiction,558.17,4439
PS6318,Some Lie And Some Die,Crime Fiction,9304.39,7145
TC6319,Murder Being Once Done,Crime Fiction,4454.78,7543
BU6320,No More Dying Then,Crime Fiction,5976.88,6813
BU6321,"One Across, Two Down",Crime Fiction,8684.84,7534
MC6322,A Guilty Thing Surprised,Crime Fiction,6442.42,11392
BU6323,The Best Man to Die,Crime Fiction,1335.02,3745
TC6324,The Secret House of Death,Crime Fiction,9980.15,10462
TC6325,A New Lease of Death,Crime Fiction,2326.52,788
MC6326,Wolf to the Slaughter,Crime Fiction,1155.87,6515
TC6327,Vanity Dies Hard,Crime Fiction,5305.69,11041
PC6328,To Fear A Painted Devil,Crime Fiction,6191.30,11589
PC6329,The Godfather Returns,Thriller,3227.14,9554
TC6330,The Godfather's Revenge,Crime Fiction,6763.68,1221
BU6331,Summer of the Monkeys,Children's literature,2794.53,2612
BU6332,Lion's Blood,Alternate history,6474.25,7061
MC6333,The Ape Who Guards the Balance,Mystery,5681.87,8279
MC6334,Dante's Equation,Science Fiction,6120.15,412
BU6335,Family Secrets,Young adult literature,1506.37,1602
PS6336,The Minotaur,Crime Fiction,8006.81,6271
PS6337,The Blood Doctor,Crime Fiction,834.88,8648
PC6338,Grasshopper,Crime Fiction,8794.95,10617
PS6339,The Chimney-sweeper's Boy,Crime Fiction,8298.82,7096
TC6340,Red Dragon,Thriller,5067.23,1310
PS6341,Corpse Marker,Science Fiction,4974.31,1042
TC6342,The Dragon Can't Dance,Fiction,1979.48,11242
TC6343,Tomb of Valdemar,Science Fiction,6351.27,8849
TC6344,Grave Matter,Science Fiction,6985.37,3439
BU6345,The Door,Novel,3408.04,8467
MC6346,Island of Death,Science Fiction,3848.28,1473
PC6347,Ancestors of Avalon,Speculative fiction,7738.57,346
BU6348,Heart of TARDIS,Science Fiction,2319.57,5694
MC6349,Prime Time,Science Fiction,5515.07,6739
MC6350,Half-Broken Things,Crime Fiction,3501.60,10078
BU6351,Bullet Time,Science Fiction,944.22,2807
PS6352,The Shadow in the Glass,Science Fiction,482.22,8872
PC6353,Drift,Science Fiction,1068.96,5287
PC6354,The True Story of the Three Little Pigs,Children's literature,4695.25,11495
MC6355,The Algebra of Ice,Science Fiction,4184.27,8673
TC6356,Synthespians™,Science Fiction,7682.76,6982
PS6357,The Eleventh Tiger,Science Fiction,2176.12,9436
PS6358,Empire of Death,Science Fiction,3657.07,8634
PS6359,Kiss the Girls,Thriller,3422.17,7314
BU6360,The Osterman Weekend,Thriller,2393.92,9088
PS6361,The Pledge: Requiem for the Detective Novel,Thriller,1401.08,1261
PC6362,Independence Day,Science Fiction,6554.18,3934
BU6363,The King of Terror,Science Fiction,707.04,221
PS6364,As the Crow Flies,Historical fiction,5258.68,6532
PC6365,Last Orders,Speculative fiction,1593.72,8062
TC6366,The Quantum Archangel,Science Fiction,3072.05,7903
MC6367,Bunker Soldiers,Science Fiction,2335.72,9645
PS6368,Rags,Science Fiction,9596.76,11731
BU6369,M*A*S*H Goes to Maine,Comedy,8048.64,6955
BU6370,Jurassic Park,Science Fiction,2914.36,4137
PC6371,Byzantium!,Science Fiction,9025.97,1568
PC6372,The Hawk Eternal,Speculative fiction,5492.29,3573
PS6373,Fear of the Dark,Science Fiction,2358.89,763
BU6374,Warmonger,Science Fiction,9016.60,11283
BU6375,Amorality Tale,Science Fiction,5314.82,4217
TC6376,Among the Barons,Science Fiction,5296.93,6005
PS6377,The Butterfly Tattoo,Mystery,6919.34,8379
TC6378,Arashi no Yoru Ni,Children's literature,9017.46,777
MC6379,The Front Runner,Fiction,3200.16,2483
PS6380,The Bisexual Option,Psychology,8342.88,3744
MC6381,In Search of a Distant Voice,Fiction,8121.68,1908
BU6382,Gonna Roll the Bones,Children's literature,3916.86,8567
PC6383,The Loveday Loyalty,Romance novel,4539.04,4398
PS6384,My Brother Sam Is Dead,Children's literature,4445.31,7698
BU6385,Micah,Horror,488.75,5501
PC6386,Shadowslayers,Fantasy,8556.08,593
BU6387,The Old New Land,Fiction,485.17,10653
PS6388,Petals on the Wind,Gothic fiction,7042.82,6217
PS6389,If There Be Thorns,Gothic fiction,8683.60,3026
BU6390,Seeds of Yesterday,Gothic fiction,3610.03,11909
PS6391,The Three Evangelists,Thriller,4578.27,4874
TC6392,Garden of Shadows,Gothic fiction,4912.62,10564
MC6393,Have Mercy on Us All,Thriller,5298.78,5610
BU6394,There's a Boy in the Girls' Bathroom,Children's literature,4039.30,9664
TC6395,Man on Fire,Thriller,9512.18,713
MC6396,Web of Dreams,Gothic fiction,6050.99,2257
PC6397,Dawn,Gothic fiction,2750.72,1944
TC6398,Secrets of the Morning,Gothic fiction,7995.68,9303
PC6399,Twilight's Child,Gothic fiction,1731.93,7935
TC6400,Midnight Whispers,Gothic fiction,618.43,4638
BU6401,Ruby,Young adult literature,5959.86,7703
MC6402,To Live Again,Science Fiction,3360.75,1363
TC6403,The Sleep of Reason,Speculative fiction,5039.94,11680
MC6404,Psycho,Thriller,6920.07,753
BU6405,Strangers on a Train,Thriller,3096.21,6611
BU6406,Halflife,Speculative fiction,3036.62,9084
MC6407,Emotional Chemistry,Speculative fiction,1515.45,2715
PS6408,Timeless,Speculative fiction,2392.10,5529
PC6409,Reckless Engineering,Speculative fiction,5031.13,3460
BU6410,Time Zero,Science Fiction,2375.59,11954
PS6411,History 101,Speculative fiction,6772.73,11119
PS6412,The Crooked World,Speculative fiction,9294.38,11906
PS6413,Hope,Speculative fiction,2444.82,5845
PS6414,Soft City,Travel,7864.30,9399
BU6415,Hide and Seek,Crime Fiction,1404.68,3967
TC6416,Tooth and Nail,Crime Fiction,9712.32,5069
PS6417,Strip Jack,Crime Fiction,433.49,448
PC6418,Mortal Causes,Crime Fiction,4196.10,8001
BU6419,Let it Bleed,Crime Fiction,9794.86,3459
MC6420,Involuntary Witness,Novel,5066.07,6098
BU6421,Black and Blue,Crime Fiction,7776.77,6397
BU6422,The Hanging Garden,Crime Fiction,1017.14,2709
BU6423,Set in Darkness: An Inspector Rebus Novel,Crime Fiction,9671.31,6553
PS6424,Resurrection Men,Crime Fiction,8924.17,4012
MC6425,A Question of Blood: An Inspector Rebus Novel,Crime Fiction,7916.79,11217
BU6426,Mad Dogs and Englishmen,Speculative fiction,1078.54,4946
PC6427,The Falls,Crime Fiction,1788.00,7967
TC6428,Fleshmarket Close,Crime Fiction,4758.01,839
PC6429,The Naming of the Dead,Crime Fiction,6095.45,7615
MC6430,The Hiding Place,Autobiography,9335.71,7432
BU6431,The Ultimate Evil,Speculative fiction,3365.45,7785
BU6432,Peveril of the Peak,Historical novel,9854.24,852
PS6433,The Fair Maid of Perth,Historical novel,373.93,737
PC6434,Anne of Geierstein,Historical novel,863.96,2103
MC6435,Weir of Hermiston,Speculative fiction,611.85,10836
PS6436,Witch Hunt,Thriller,4816.94,7109
PS6437,Bleeding Hearts,Thriller,3245.70,1302
BU6438,Blood Hunt,Thriller,7190.92,10539
PS6439,Before the Fact,Crime Fiction,9256.23,11905
MC6440,The Talented Mr. Ripley,Crime Fiction,9602.48,10272
TC6441,Timewyrm: Exodus,Alternate history,6750.20,3623
PS6442,Timewyrm: Apocalypse,Speculative fiction,954.95,8461
PS6443,Timewyrm: Revelation,Speculative fiction,9399.90,4733
MC6444,Obernewtyn,Science Fiction,7663.96,8617
PS6445,The Farseekers,Science Fiction,3809.67,4235
BU6446,The Keeping Place,Science Fiction,8368.51,5415
PS6447,Drift House: The First Voyage,Speculative fiction,371.74,7687
TC6448,The Professor of Desire,Novel,2952.54,3812
PS6449,Winner Takes All,Science Fiction,3412.24,3253
BU6450,Cold Fusion,Science Fiction,9966.76,2512
MC6451,System Shock,Science Fiction,9889.84,4830
PS6452,The Eye of the Giant,Science Fiction,740.06,3143
PS6453,The Plotters,Science Fiction,5368.16,5471
PS6454,Forty Thousand in Gehenna,Science Fiction,8909.01,10705
PC6455,The Also People,Speculative fiction,2968.52,8658
BU6456,Space Station Seventh Grade,Children's literature,7896.54,5569
BU6457,The Begum's Millions,Science Fiction,4231.87,7402
PS6458,The Prophet of Yonwood,Fantasy,4761.78,8321
TC6459,Old Man's War,Science Fiction,4270.25,4136
MC6460,Snobs,Fiction,1660.08,6820
MC6461,Cat's Cradle: Time's Crucible,Speculative fiction,1552.70,7847
BU6462,Cat's Cradle: Warhead,Speculative fiction,9216.90,5488
MC6463,Love and War,Speculative fiction,9330.21,4075
BU6464,Transit,Speculative fiction,4892.14,9933
PS6465,White Darkness,Speculative fiction,4143.63,10383
BU6466,Blood Heat,Speculative fiction,2379.18,1796
PS6467,Conundrum,Speculative fiction,7886.31,7088
PC6468,No Future,Speculative fiction,7719.28,4104
PS6469,Tragedy Day,Speculative fiction,7686.41,7790
MC6470,Legacy,Speculative fiction,9054.51,3225
BU6471,Theatre of War,Speculative fiction,3080.71,1639
PC6472,To Reign in Hell,Science Fiction,4390.58,7511
BU6473,Warlock,Speculative fiction,2836.64,7067
TC6474,Sky Pirates!,Speculative fiction,3030.94,5095
TC6475,Zamper,Speculative fiction,7648.52,11582
PS6476,Toy Soldiers,Speculative fiction,7768.47,8121
TC6477,Head Games,Speculative fiction,4806.16,818
PS6478,SLEEPY,Speculative fiction,9717.75,11336
TC6479,GodEngine,Speculative fiction,6601.81,667
PC6480,So Vile a Sin,Speculative fiction,1049.30,831
TC6481,Twilight of the Gods,Speculative fiction,1789.13,7759
PS6482,Artemis Fowl: The Seventh Dwarf,Fantasy,2281.09,7662
PC6483,The Lost Weekend,Novel,3575.63,239
PS6484,The Bodysnatchers,Mystery,5654.68,6836
TC6485,Genocide,Speculative fiction,9493.67,5303
MC6486,War of the Daleks,Speculative fiction,7278.84,1002
PC6487,Alien Bodies,Speculative fiction,9014.76,1279
TC6488,The Innocent Man: Murder and Injustice in a Small Town,Non-fiction,2107.78,6899
BU6489,The God Delusion,Philosophy,5680.49,10074
BU6490,Escape Velocity,Speculative fiction,6408.34,283
BU6491,The Burning,Science Fiction,4779.43,5337
TC6492,Legacy of the Daleks,Speculative fiction,7528.42,6405
BU6493,Placebo Effect,Science Fiction,7682.98,238
PS6494,Someday Angeline,Children's literature,9620.37,1799
TC6495,The Face-Eater,Speculative fiction,5715.26,9553
PS6496,Revolution Man,Speculative fiction,5847.61,3977
PS6497,Unnatural History,Speculative fiction,630.22,5215
TC6498,The Tinder Box,Children's literature,8482.67,2625
MC6499,She Was a Lady,Mystery,6651.21,7420
PC6500,The Bronze God of Rhodes,Science Fiction,6382.30,11531
TC6501,The Black Moth,Mystery,9946.03,2146
BU6502,To Play the Fool,Crime Fiction,8052.63,6711
PS6503,With Child,Crime Fiction,3859.50,3117
BU6504,The Art of Detection,Crime Fiction,2978.75,10463
PC6505,A Monstrous Regiment of Women,Mystery,8115.96,5580
BU6506,A Letter of Mary,Mystery,7546.43,4654
PC6507,Absolute Zero,Speculative fiction,3342.75,7861
TC6508,Getaway,Mystery,8340.47,11069
PS6509,The Sword of Forever,Speculative fiction,3831.56,3928
PS6510,"Another Girl, Another Planet",Speculative fiction,6168.19,5758
PS6511,Where Angels Fear,Speculative fiction,7178.27,1272
MC6512,Tears of the Oracle,Speculative fiction,2405.71,9465
PS6513,Presumed Innocent,Crime Fiction,6999.41,7275
PC6514,Serpent's Reach,Science Fiction,3627.66,5782
BU6515,An Elephant for Aristotle,Historical novel,5468.13,5315
TC6516,Billiards at Half-past Nine,Novel,4655.57,10182
MC6517,Seven Little Australians,Children's literature,6952.30,3326
TC6518,Around the Moon,Science Fiction,277.86,10187
TC6519,Thieves' Picnic,Mystery,5407.84,11479
MC6520,The Saint in Miami,Mystery,3585.83,4708
MC6521,The Saint Steps In,Mystery,8125.77,2045
PC6522,Hex,Science Fiction,6090.88,5609
TC6523,The Regime,Speculative fiction,257.37,10812
TC6524,Desecration,Novel,3890.62,11089
PS6525,Rimrunners,Science Fiction,6025.21,900
TC6526,Merchanter's Luck,Science Fiction,6600.39,3072
PC6527,Tripoint,Science Fiction,6111.96,5552
BU6528,Finity's End,Science Fiction,6804.39,11702
PC6529,The Friends of Eddie Coyle,Crime Fiction,9703.68,4113
TC6530,Enrique's Journey,Non-fiction,5451.20,3809
MC6531,Kira-Kira,Children's literature,1093.29,6223
PC6532,A Feast Unknown,Speculative fiction,6093.98,7571
BU6533,Eternity,Science Fiction,6329.89,7625
BU6534,The Two of Them,Science Fiction,6342.82,6241
PS6535,The Saint and the Fiction Makers,Mystery,2219.98,3676
MC6536,The Saint in Pursuit,Mystery,1066.30,3388
BU6537,The Dragon of the Ishtar Gate,Historical novel,645.74,1444
MC6538,Lord of the Trees,Science Fiction,1611.38,11093
PS6539,Never End,Crime Fiction,6402.89,9370
BU6540,The Saint and the People Importers,Mystery,3105.10,10223
PS6541,The Saint and the Hapsburg Necklace,Mystery,9875.21,11219
BU6542,Locked Rooms,Mystery,6696.48,1620
PS6543,Lost,Mystery,6370.82,1571
PS6544,Exquisite Corpse,Speculative fiction,2855.68,11673
MC6545,The Saint and the Templar Treasure,Mystery,574.98,9909
PS6546,When the People Fell,Science Fiction,7422.50,4471
MC6547,Half-Life,Novel,6822.04,6106
MC6548,Hell's Kitchen,Crime Fiction,9170.55,11550
MC6549,Freckles,Children's literature,619.95,11108
MC6550,The Winthrop Woman,Fiction,4669.36,5903
PC6551,The Darkest Road,Science Fiction,7014.79,8426
TC6552,Moondyne,Novel,4866.27,7750
MC6553,The Flanders Panel,Crime Fiction,1187.42,9517
MC6554,The Secret World of Og,Speculative fiction,1288.15,11679
PS6555,The Fourth Bear,Mystery,9147.42,2112
TC6556,The Ordeal of Gilbert Pinfold,Fiction,454.88,2126
TC6557,Letter to a Christian Nation,Non-fiction,1818.94,5276
MC6558,The Right to Arm Bears,Science Fiction,1215.09,11662
BU6559,"The Snake, the Crocodile, and the Dog",Mystery,2125.48,6598
PC6560,The Charnel Prince,Speculative fiction,2336.83,4911
TC6561,The Sweetest Fig,Children's literature,8484.72,1290
MC6562,Modesty Blaise,Comics,7641.24,10802
PS6563,Sabre-Tooth,Mystery,724.46,9031
PS6564,A Taste for Death,Mystery,5670.70,5368
PS6565,The Impossible Virgin,Mystery,380.51,1683
TC6566,Last Day in Limbo,Mystery,5616.33,8159
BU6567,Dragon's Claw,Speculative fiction,5913.91,10525
BU6568,The Xanadu Talisman,Spy fiction,2108.31,9221
PS6569,The Night of Morningstar,Spy fiction,5024.37,974
BU6570,Dead Man's Handle,Spy fiction,5884.06,848
PS6571,Jack Maggs,Parallel novel,6180.26,4426
PS6572,Inside Outside,Fantasy,8882.31,4144
PS6573,Who Killed Kennedy,Speculative fiction,2219.50,7874
BU6574,The Gospel According to Adam,Novel,1872.54,9340
PC6575,The Wild Geese,Fantasy,5171.36,1465
